image_name,food_ID,image_area,volume,mass
20231219_123455_jpg.rf.2fa2f6a9c9fe000d9c00cb0f046a1f7b,17,8409,50742.62623785796,
20231219_123524_jpg.rf.c27e882a9b4f2b290fe4fa362d4d5229,14,13694,114400.23117929627,
20231219_123524_jpg.rf.c27e882a9b4f2b290fe4fa362d4d5229,17,9615,46708.786241776106,
20231219_123608_jpg.rf.159281a0a89c1cdf7a7093c28961514d,5,5058,38782.30555936876,
20231219_123608_jpg.rf.159281a0a89c1cdf7a7093c28961514d,17,8610,42189.18429862385,
20231219_123638_jpg.rf.641dd4a1a129fa9378d8dc7faa864208,5,4668,43374.2287310091,
20231219_123638_jpg.rf.641dd4a1a129fa9378d8dc7faa864208,2,9961,92360.43181231037,
20231219_123726_jpg.rf.98e35ceaf9c64f9fb51b3093eb0d59bd,5,5518,36401.076265949334,
20231219_123726_jpg.rf.98e35ceaf9c64f9fb51b3093eb0d59bd,14,15833,137196.41840009377,
20231219_123752_jpg.rf.5a75579865190cd6db33df81979f85e9,2,10808,95209.6925374896,
20231219_123752_jpg.rf.5a75579865190cd6db33df81979f85e9,14,13561,122356.69982750546,
20231219_124405_jpg.rf.f7daa0727711bc7235a43a35cf224988,21,7681,76725.35240904389,
20231219_124405_jpg.rf.f7daa0727711bc7235a43a35cf224988,2,21684,175433.27793180395,
20231219_124437_jpg.rf.363cb27f5c1e8bbc90770583ed0ecbfc,21,6492,66767.78965059048,
20231219_124437_jpg.rf.363cb27f5c1e8bbc90770583ed0ecbfc,14,25839,174570.264676186,
20231219_124511_jpg.rf.8de1efa5456d14c8b790a67974bea8b2,21,7370,52373.01605676966,
20231219_124511_jpg.rf.8de1efa5456d14c8b790a67974bea8b2,5,5698,38219.94541353631,
20231219_124543_jpg.rf.a78134e71cea737d7bba142a4590281b,17,19537,117809.04278436331,
20231219_124543_jpg.rf.a78134e71cea737d7bba142a4590281b,21,6286,71811.29074452908,
20231219_124634_jpg.rf.0b36712c30e7c6d8c2871322d700eab9,17,19327,98234.49311507073,
20231219_124634_jpg.rf.0b36712c30e7c6d8c2871322d700eab9,2,19528,174075.24252106113,
20231219_124718_jpg.rf.f4b439e91985a47580ceb41f897300e2,14,19611,164790.7100606799,
20231219_124718_jpg.rf.f4b439e91985a47580ceb41f897300e2,17,21588,137431.28747456335,
20231219_124812_jpg.rf.0d09c7394814f25b5d8f14f0f68b4e9d,5,5005,45014.157661070545,
20231219_124812_jpg.rf.0d09c7394814f25b5d8f14f0f68b4e9d,17,20803,127715.30994203912,
20231219_124908_jpg.rf.a570953b8cc0342554886735195a03de,5,4728,31719.5228080913,
20231219_124908_jpg.rf.a570953b8cc0342554886735195a03de,2,18758,203949.21207200404,
20231219_125013_jpg.rf.cbed13609a3fbc6fc6c6f961deeaa6a7,14,26362,195720.7187770797,
20231219_125013_jpg.rf.cbed13609a3fbc6fc6c6f961deeaa6a7,5,5244,37301.44094820667,
20231219_125052_jpg.rf.abf2716e2c56c919d4c02b739203d3a2,2,22044,241751.94159828965,
20231219_125052_jpg.rf.abf2716e2c56c919d4c02b739203d3a2,14,24562,212949.2883805939,
20231220_180728_jpg.rf.de567f120ad4f782d4aec5f472a9ad15,22,23396,218003.67987070273,
20231220_180728_jpg.rf.de567f120ad4f782d4aec5f472a9ad15,1,16546,70925.82629961066,
20231220_181014_jpg.rf.0bca8c4899e31477c1c18de6b4d2d8cb,22,32317,156751.3463612441,
20231220_181014_jpg.rf.0bca8c4899e31477c1c18de6b4d2d8cb,21,11083,111067.05907155738,
20231220_181039_jpg.rf.76e4cebe1cad53e63e3dd8ad162b0078,5,18081,104268.60875878608,
20231220_181039_jpg.rf.76e4cebe1cad53e63e3dd8ad162b0078,22,30302,210757.59857701245,
20231220_181230_jpg.rf.2ef94b4f4ddefd5fe9de1c2fc58c1a83,5,17065,119538.88162542408,
20231220_181230_jpg.rf.2ef94b4f4ddefd5fe9de1c2fc58c1a83,21,10599,85597.43869267014,
20231220_181313_jpg.rf.8f4c13c1f3a453994f923f16cd1999f3,1,20058,80684.6268711121,
20231220_181313_jpg.rf.8f4c13c1f3a453994f923f16cd1999f3,5,20152,98286.05828507229,
20231220_181526_jpg.rf.919adb206ef7f38f2c7730d72b2d525a,1,18023,71741.35016655338,
20231220_181526_jpg.rf.919adb206ef7f38f2c7730d72b2d525a,21,11444,83445.04346570851,
20231220_182424_jpg.rf.8ab2ffbc4b45d21db5a4c88474495004,22,24026,176651.59299900767,
20231220_182424_jpg.rf.8ab2ffbc4b45d21db5a4c88474495004,5,3562,27062.300867596703,
20231220_182510_jpg.rf.688b53c48876fe0b8c84482631acb057,21,7741,91230.74562518678,
20231220_182510_jpg.rf.688b53c48876fe0b8c84482631acb057,22,22992,153985.374487583,
20231220_182759_jpg.rf.8ab5cd0da2bd5d8f7ec1b89bc4028cf8,5,3901,17981.86274661905,
20231220_182759_jpg.rf.8ab5cd0da2bd5d8f7ec1b89bc4028cf8,21,7846,66188.65058272361,
20231220_183232_jpg.rf.c17292637389470d602d3f0f742adf64,22,7048,36169.01450245504,
20231220_183232_jpg.rf.c17292637389470d602d3f0f742adf64,5,4258,24998.635299415404,
20231220_183328_jpg.rf.3d6545c47749497a64b2343e4448938c,22,8460,43930.31581859476,
20231220_183328_jpg.rf.3d6545c47749497a64b2343e4448938c,21,8343,48513.44961303107,
20231220_183456_jpg.rf.11f2430d3a3876b61833b23e6d760373,5,5543,33997.71683104915,
20231220_183456_jpg.rf.11f2430d3a3876b61833b23e6d760373,21,7515,66254.5342644262,
20231221_124739_jpg.rf.66b4f57f3cc0c2a79524b38b49c86c88,17,18690,103170.08794904985,
20231221_124739_jpg.rf.66b4f57f3cc0c2a79524b38b49c86c88,7,37657,167597.1706387287,
20231221_124900_jpg.rf.7037e1131349ce85cf599b65901056b5,8,13325,117249.98558750842,
20231221_124900_jpg.rf.7037e1131349ce85cf599b65901056b5,7,32743,181278.540381698,
20231221_124944_jpg.rf.5ab875955ed3a0d2c3d1bfc69c8af99a,7,36549,188467.85100531412,
20231221_124944_jpg.rf.5ab875955ed3a0d2c3d1bfc69c8af99a,21,10420,95318.36290029988,
20231221_125121_jpg.rf.f281fd44ae294bef685a61e7f61b6078,12,17002,134656.65409994216,
20231221_125121_jpg.rf.f281fd44ae294bef685a61e7f61b6078,7,31436,146660.70064700607,
20231221_125350_jpg.rf.d10ab525576d18bc385d66878dd3597b,17,17072,104579.90208062295,
20231221_125350_jpg.rf.d10ab525576d18bc385d66878dd3597b,12,15222,150385.3563988048,
20231221_125423_jpg.rf.b0e4c99f474e2d4b86b1cb719dcdfe90,12,16230,143876.8826968149,
20231221_125423_jpg.rf.b0e4c99f474e2d4b86b1cb719dcdfe90,8,10033,101014.14070239953,
20231221_125544_jpg.rf.a5cd4826ea433ea8404ef7061199af3d,12,15683,138419.10018863218,
20231221_125544_jpg.rf.a5cd4826ea433ea8404ef7061199af3d,21,9403,67655.6145248293,
20231221_125632_jpg.rf.0e41b7c8a989b0da808db0c1d4047642,17,20995,82975.17453515703,
20231221_125632_jpg.rf.0e41b7c8a989b0da808db0c1d4047642,21,10333,77048.61682427202,
20231221_125732_jpg.rf.1a40c1a43a5331b35d715a25111d37a5,8,13520,83277.77919438275,
20231221_125732_jpg.rf.1a40c1a43a5331b35d715a25111d37a5,21,9767,70536.07505367424,
20231221_125923_jpg.rf.4bb53a8674e67276713b82978218bd8e,8,9484,75990.43808934362,
20231221_125923_jpg.rf.4bb53a8674e67276713b82978218bd8e,17,18486,62998.36706556587,
20231221_130708_jpg.rf.3af0ff2b52d47f2ec6b969f45f25bd0a,7,20952,79076.89610049264,
20231221_130708_jpg.rf.3af0ff2b52d47f2ec6b969f45f25bd0a,8,7901,35909.62449613855,
20231221_130756_jpg.rf.cb83349dbe975f0f1ac190bf4cb020e4,17,8106,31359.334060971367,
20231221_130756_jpg.rf.cb83349dbe975f0f1ac190bf4cb020e4,7,19235,56052.24652395986,
20231221_130834_jpg.rf.ccd6f873cbbf75feb4452ced00e0bd82,7,21186,62689.68311851998,
20231221_130834_jpg.rf.ccd6f873cbbf75feb4452ced00e0bd82,21,6220,17176.584695606743,
20231221_130924_jpg.rf.e5b859ba2164542bb3533fb05068579f,7,26212,116471.52423485754,
20231221_130924_jpg.rf.e5b859ba2164542bb3533fb05068579f,12,10441,60182.63145567975,
20231221_131026_jpg.rf.a8505a9ceaeefecc94d36c1a3fce27aa,12,10097,60938.20208577291,
20231221_131026_jpg.rf.a8505a9ceaeefecc94d36c1a3fce27aa,8,8496,56021.06824033411,
20231221_131057_jpg.rf.e541088d81b00f3a9163ffb810b07535,17,9715,45684.954528214694,
20231221_131057_jpg.rf.e541088d81b00f3a9163ffb810b07535,12,10241,73416.45983003941,
20231221_131126_jpg.rf.7f99cc6268914ad3062e83b8d4bbf852,21,6729,50253.21032612423,
20231221_131126_jpg.rf.7f99cc6268914ad3062e83b8d4bbf852,12,8149,52191.61528439676,
20231221_131157_jpg.rf.ebc8044a209b67346d63dd9a0e65d75b,21,7091,51207.30963158678,
20231221_131157_jpg.rf.ebc8044a209b67346d63dd9a0e65d75b,8,5498,44722.89977892323,
20231221_131219_jpg.rf.0763dcb0b93f70cc09479b9d9065be42,17,9950,72809.8281255604,
20231221_131219_jpg.rf.0763dcb0b93f70cc09479b9d9065be42,8,6934,54970.621279710715,
20231221_131310_jpg.rf.5ea00106d670532888f18da0f3d9d227,17,8535,35062.28575070371,
20231221_131310_jpg.rf.5ea00106d670532888f18da0f3d9d227,21,5728,9797.822962994414,
20231221_131602_jpg.rf.e59df8d598d81bddfd67bde2e4b33342,7,15243,66909.65421467718,
20231221_131602_jpg.rf.e59df8d598d81bddfd67bde2e4b33342,17,16809,93582.14784323644,
20231221_131652_jpg.rf.cf40d97295b78a1b955d4953d878fe9a,7,16658,58913.004304627684,
20231221_131652_jpg.rf.cf40d97295b78a1b955d4953d878fe9a,8,8136,54292.47616986937,
20231221_131712_jpg.rf.20b1f28210244e5ceebc70bdda28f573,7,15983,29070.99993145702,
20231221_131712_jpg.rf.20b1f28210244e5ceebc70bdda28f573,21,7165,49245.38216687381,
20231221_131802_jpg.rf.855978d2b90c454d882e31231a4d4c46,7,17620,74291.67707424038,
20231221_131802_jpg.rf.855978d2b90c454d882e31231a4d4c46,12,7315,53347.546350061304,
20231221_131851_jpg.rf.5fbe8812e11ed366bf6624eb81e8efc4,17,16563,97924.42866477647,
20231221_131851_jpg.rf.5fbe8812e11ed366bf6624eb81e8efc4,12,6452,38400.62831122061,
20231221_131926_jpg.rf.2023df6b9ed4595dad0143eb4b1823b5,12,7690,60351.739395722594,
20231221_131926_jpg.rf.2023df6b9ed4595dad0143eb4b1823b5,8,8570,60372.84928089797,
20231221_131952_jpg.rf.0fa1d68cb605961d65bcc5bc946cde14,12,7298,72084.39734438292,
20231221_131952_jpg.rf.0fa1d68cb605961d65bcc5bc946cde14,21,6538,47205.80081441741,
20231221_132625_jpg.rf.94a84db3ea39a282c36f723a93096848,17,13930,74782.53201422481,
20231221_132625_jpg.rf.94a84db3ea39a282c36f723a93096848,21,5598,31843.680386546825,
20231221_132701_jpg.rf.a46a478eadf77ff483565d434b2a1bab,5,5870,49128.86904478243,
20231221_132701_jpg.rf.a46a478eadf77ff483565d434b2a1bab,21,6346,64043.80563687611,
20231221_132752_jpg.rf.bd1476537fbb58d35544dddcf4649474,8,6921,42164.924209504665,
20231221_132752_jpg.rf.bd1476537fbb58d35544dddcf4649474,17,18205,107513.32804141365,
20231222_125118_jpg.rf.0608d013d359b52341c2860c7d1c9e7f,3,40524,353285.7604709808,
20231222_125118_jpg.rf.0608d013d359b52341c2860c7d1c9e7f,10,19741,143595.64101017578,
20231222_125224_jpg.rf.865eacee38a3ae48aee91155b63a7f5a,3,41099,364232.5969126822,
20231222_125224_jpg.rf.865eacee38a3ae48aee91155b63a7f5a,17,14397,82947.25533790613,
20231222_125310_jpg.rf.eb92104380bd4bc0a8db691ecc306cf8,9,24595,79359.27712427032,
20231222_125310_jpg.rf.eb92104380bd4bc0a8db691ecc306cf8,3,41779,213638.28980668398,
20231222_125355_jpg.rf.25ff4268806118ae002ca6661b390eb4,3,36384,247772.54253121067,
20231222_125355_jpg.rf.25ff4268806118ae002ca6661b390eb4,8,11817,100652.9793490841,
20231222_125435_jpg.rf.9adda6643dc52cd5d76a811c3ef7aabc,10,16883,84583.08426757951,
20231222_125435_jpg.rf.9adda6643dc52cd5d76a811c3ef7aabc,8,13017,93072.0776927264,
20231222_125459_jpg.rf.a746ad80f4e5e44ca6aefbd3b11cfd7c,17,14119,96965.13542170734,
20231222_125459_jpg.rf.a746ad80f4e5e44ca6aefbd3b11cfd7c,10,15992,86473.95154840886,
20231222_125536_jpg.rf.7e419567995fed6e6561fbebca6f3cd8,9,24546,96830.05301939935,
20231222_125536_jpg.rf.7e419567995fed6e6561fbebca6f3cd8,10,16018,77915.6559374994,
20231222_125632_jpg.rf.b3076b3d6bddd88ab5074537284fd2b3,17,15929,71519.22122652484,
20231222_125632_jpg.rf.b3076b3d6bddd88ab5074537284fd2b3,9,25898,115684.91988750488,
20231222_125703_jpg.rf.959f54f7259ec722cea95071d6f4fcad,8,12335,89666.55380760926,
20231222_125703_jpg.rf.959f54f7259ec722cea95071d6f4fcad,9,22691,73570.83131249595,
20231222_125750_jpg.rf.84bd430d42e15c16f278a161d74235d2,8,14156,150382.3872686322,
20231222_125750_jpg.rf.84bd430d42e15c16f278a161d74235d2,17,14773,91545.95869709148,
20231222_130156_jpg.rf.318df572f0d658fbb066056b95999547,3,25485,195766.03386685293,
20231222_130156_jpg.rf.318df572f0d658fbb066056b95999547,10,24349,194237.74456470847,
20231222_130235_jpg.rf.59aa4da7df3488c8b4df0f089ba7d2e0,8,9133,51213.54027771809,
20231222_130235_jpg.rf.59aa4da7df3488c8b4df0f089ba7d2e0,3,35591,174128.16600925123,
20231222_130300_jpg.rf.b0cb184658384c3a1348c69beadef4fa,3,31407,188143.9945901073,
20231222_130300_jpg.rf.b0cb184658384c3a1348c69beadef4fa,9,4088,18806.872122928133,
20231222_130300_jpg.rf.b0cb184658384c3a1348c69beadef4fa,9,11184,58640.740820265506,
20231222_130325_jpg.rf.dab9382f07265f28a9eb95307b7deb62,3,28826,157844.01778702476,
20231222_130325_jpg.rf.dab9382f07265f28a9eb95307b7deb62,17,19361,94776.54331121423,
20231222_130423_jpg.rf.9a2716143c3dffda2d2f9e5d50553cc1,10,24917,151729.01440960108,
20231222_130423_jpg.rf.9a2716143c3dffda2d2f9e5d50553cc1,17,17825,70776.32230637949,
20231222_130505_jpg.rf.30217d9011552cfea8dedd75cecd24f0,17,16742,76091.24365468891,
20231222_130505_jpg.rf.30217d9011552cfea8dedd75cecd24f0,8,5714,33374.116694176184,
20231222_130529_jpg.rf.e6acb3288a6351a75d836f166ccd9e6a,9,14866,75592.645461312,
20231222_130529_jpg.rf.e6acb3288a6351a75d836f166ccd9e6a,17,18214,90923.0171713119,
20231222_130609_jpg.rf.e9e3445d135e0c499c9c887004f9be4c,17,13995,59431.04375761981,
20231222_130609_jpg.rf.e9e3445d135e0c499c9c887004f9be4c,10,24930,118448.62279121777,
20231222_130630_jpg.rf.f2cf3b45cb9361b076389ef1dd5a52e3,9,15984,64289.709964847454,
20231222_130630_jpg.rf.f2cf3b45cb9361b076389ef1dd5a52e3,8,8573,56101.36116330765,
20231222_130706_jpg.rf.6ae0870a6c54bd5133cf8434bce5fefa,10,29738,219926.14929862073,
20231222_130706_jpg.rf.6ae0870a6c54bd5133cf8434bce5fefa,8,5535,63028.10055179012,
20231222_131037_jpg.rf.bd84d7b8e91212dda484bde1baa3fdd8,10,46168,306007.09969225153,
20231222_131037_jpg.rf.bd84d7b8e91212dda484bde1baa3fdd8,3,22061,127244.10873153905,
20231222_131056_jpg.rf.276ca8f17ad275b63c12240015cdfb1d,9,10666,56165.82054006608,
20231222_131056_jpg.rf.276ca8f17ad275b63c12240015cdfb1d,3,20390,134080.3217059468,
20231222_131112_jpg.rf.aca34c80955964f93921731896e44735,8,8942,48023.96488970977,
20231222_131112_jpg.rf.aca34c80955964f93921731896e44735,3,22363,86892.19553728032,
20231222_131134_jpg.rf.aa4d3595a87870446e552ba93f942283,17,17062,105662.27497668313,
20231222_131134_jpg.rf.aa4d3595a87870446e552ba93f942283,3,20702,135714.6341658215,
20231222_131238_jpg.rf.ab3a8204dd261cfa0688030ac7aa84a7,10,46274,382839.78638170497,
20231222_131238_jpg.rf.ab3a8204dd261cfa0688030ac7aa84a7,17,19509,139682.86701069537,
20231222_131308_jpg.rf.c8516b226962d4a116947e6fedbb5f9b,9,11766,77956.31443038676,
20231222_131308_jpg.rf.c8516b226962d4a116947e6fedbb5f9b,17,18780,131778.7875254655,
20231222_131330_jpg.rf.d2b2f1130a1cd0ee8817dea7bf031ad2,8,7815,62584.25448601223,
20231222_131330_jpg.rf.d2b2f1130a1cd0ee8817dea7bf031ad2,17,16978,98264.73458852795,
20231222_131402_jpg.rf.7b3e81603b5190ca3abbd1cd34d9deeb,8,8319,56655.43551382742,
20231222_131402_jpg.rf.7b3e81603b5190ca3abbd1cd34d9deeb,10,44488,207588.32286073818,
20231222_131431_jpg.rf.154305e5d36a9cca1b8b4ab7ada9f007,9,11433,45798.74868624937,
20231222_131431_jpg.rf.154305e5d36a9cca1b8b4ab7ada9f007,10,47876,268146.9813707278,
20231222_131504_jpg.rf.2824a23eb4133fcfe81c8fac6df41e04,8,9433,94350.19458938202,
20231222_131504_jpg.rf.2824a23eb4133fcfe81c8fac6df41e04,9,11512,53034.46915908832,
20231222_181424_jpg.rf.8d9ffd9b05237f38c0f5952ff38b147c,5,10356,63467.4140380148,
20231222_181424_jpg.rf.8d9ffd9b05237f38c0f5952ff38b147c,21,9895,83561.93496838857,
20231222_181531_jpg.rf.b94a8fa71bdabf027c96c96c60a2bb21,5,11203,59748.010709285154,
20231222_181531_jpg.rf.b94a8fa71bdabf027c96c96c60a2bb21,6,9371,48841.55622536762,
20231222_181700_jpg.rf.4aedec6d13cb4c952958eb77e67bd262,5,11038,84080.7279699172,
20231222_181700_jpg.rf.4aedec6d13cb4c952958eb77e67bd262,9,18076,104860.21501700132,
20231222_181740_jpg.rf.e8335b4b93abd86d13ff611da5df54d4,9,18061,82892.54475990054,
20231222_181740_jpg.rf.e8335b4b93abd86d13ff611da5df54d4,21,10958,103578.27161770563,
20231222_181815_jpg.rf.a965b453ff1b6fc7f90ee55bc024d721,6,9016,45240.23411982125,
20231222_181815_jpg.rf.a965b453ff1b6fc7f90ee55bc024d721,9,15285,62764.49503000408,
20231222_181844_jpg.rf.395112602f4051945a1d35d328806dd5,6,9478,62614.001318308554,
20231222_181844_jpg.rf.395112602f4051945a1d35d328806dd5,21,10123,104298.55591115035,
20231222_183207_jpg.rf.33b9aa7d1eb8cc0e1d50dba80e103c2d,21,9434,80496.58391350755,
20231222_183207_jpg.rf.33b9aa7d1eb8cc0e1d50dba80e103c2d,6,11369,48190.14573617196,
20231222_183302_jpg.rf.88ef1d485e0c3c4c609bafae8e773339,9,8661,43030.311108496586,
20231222_183302_jpg.rf.88ef1d485e0c3c4c609bafae8e773339,6,11251,63603.83366806037,
20231222_183711_jpg.rf.2e01b7b6fda76b7129b6b45a49b8f3a2,6,10283,55558.11861058291,
20231222_183711_jpg.rf.2e01b7b6fda76b7129b6b45a49b8f3a2,5,4670,31946.70409867288,
20231222_183749_jpg.rf.7d4d68ea1f11bf02081f47b81d58523a,21,9372,75898.15315022749,
20231222_183749_jpg.rf.7d4d68ea1f11bf02081f47b81d58523a,5,5225,37877.45847711926,
20231222_183853_jpg.rf.91760500bf6a2ff2874007bfa3f86c3b,9,10432,52656.87905007192,
20231222_183853_jpg.rf.91760500bf6a2ff2874007bfa3f86c3b,5,5159,34428.207790740526,
20231222_183930_jpg.rf.147bf313e0035e8dfb30a0386d519590,5,4971,32978.73385227978,
20231222_183930_jpg.rf.147bf313e0035e8dfb30a0386d519590,21,9555,76168.47900673027,
20231225_173005_jpg.rf.cab5dac1aef56d733288ae4d756eae6f,21,8434,55546.14802473327,
20231225_173005_jpg.rf.cab5dac1aef56d733288ae4d756eae6f,10,30100,114200.08515788826,
20231225_173040_jpg.rf.7dcf519562c4025b5dad53f2425c2b1f,10,30458,213384.4520742159,
20231225_173040_jpg.rf.7dcf519562c4025b5dad53f2425c2b1f,12,22152,159120.07744826094,
20231225_173109_jpg.rf.57179314926baa68ac8c567590022e50,10,32018,219303.00625449023,
20231225_173109_jpg.rf.57179314926baa68ac8c567590022e50,8,12482,128578.89247059436,
20231225_173131_jpg.rf.acfc14fd075a08d6a09ea4b43a559b04,14,15864,83376.56958329829,
20231225_173131_jpg.rf.acfc14fd075a08d6a09ea4b43a559b04,10,32993,182395.16037670788,
20231225_173150_jpg.rf.88cd7dc5b83152ca504e0287e767f56b,14,15051,72334.43103482894,
20231225_173150_jpg.rf.88cd7dc5b83152ca504e0287e767f56b,21,8891,56513.36342475504,
20231225_173224_jpg.rf.584243bd54ebad6a398201b194a29de8,14,14909,99351.32386832891,
20231225_173224_jpg.rf.584243bd54ebad6a398201b194a29de8,12,21161,120491.76721734184,
20231225_173247_jpg.rf.eb731ad378e614282b360f8493b86c57,14,15963,102166.08671624734,
20231225_173247_jpg.rf.eb731ad378e614282b360f8493b86c57,8,15124,127532.22507418168,
20231225_173308_jpg.rf.2730560e45f979a7b58acca3b8be94c8,21,7405,66908.961012172,
20231225_173308_jpg.rf.2730560e45f979a7b58acca3b8be94c8,8,11446,110909.39513103885,
20231225_173333_jpg.rf.99b1f15a07333d77f83fc07c3a5998a5,12,23034,153849.67181062535,
20231225_173333_jpg.rf.99b1f15a07333d77f83fc07c3a5998a5,8,14864,121468.18617851502,
20231225_173428_jpg.rf.71898998041b22b7ff97f2d329a39dfc,12,26532,238924.057126966,
20231225_173428_jpg.rf.71898998041b22b7ff97f2d329a39dfc,21,9519,103320.5688331144,
20231225_173823_jpg.rf.bc7a4bf6afee17b0830f31519d26a6e2,21,6599,65796.71970004843,
20231225_173823_jpg.rf.bc7a4bf6afee17b0830f31519d26a6e2,12,18499,143677.81310083377,
20231225_173840_jpg.rf.f4bab69a0448466d22e65687ae7d8ddc,21,5902,32259.102505226507,
20231225_173840_jpg.rf.f4bab69a0448466d22e65687ae7d8ddc,8,10875,68398.9672700921,
20231225_173916_jpg.rf.1de97b4ea5bdec157a12051fc4661713,9,18784,134540.40917542923,
20231225_173916_jpg.rf.1de97b4ea5bdec157a12051fc4661713,21,5668,45362.802458839535,
20231225_173939_jpg.rf.b970641d35a97faf3fbd15989d29f839,10,12712,85655.39798370826,
20231225_173939_jpg.rf.b970641d35a97faf3fbd15989d29f839,21,5937,52653.280965604274,
20231225_174004_jpg.rf.1a67d3c19375f64be2fb5ff19ebf0102,12,15723,95940.92987535249,
20231225_174004_jpg.rf.1a67d3c19375f64be2fb5ff19ebf0102,10,13596,59244.36121061247,
20231225_174032_jpg.rf.0b8236c85bab7cde866ce28104e36f11,12,15478,97126.35723266513,
20231225_174032_jpg.rf.0b8236c85bab7cde866ce28104e36f11,8,8396,60309.419741468984,
20231225_174116_jpg.rf.028aae18af25c2362161bd7adf565a55,12,15765,108133.66421514274,
20231225_174116_jpg.rf.028aae18af25c2362161bd7adf565a55,9,18482,100541.95795297936,
20231225_174211_jpg.rf.865bc0b136e72db9b38896935e77e3d1,9,16937,79127.8747147846,
20231225_174211_jpg.rf.865bc0b136e72db9b38896935e77e3d1,10,14318,55364.45454447332,
20231225_174244_jpg.rf.729189f00c91895cf10443cb460d079d,8,11204,78765.85246501738,
20231225_174244_jpg.rf.729189f00c91895cf10443cb460d079d,9,20794,120164.5896156745,
20231225_174314_jpg.rf.920bbdcb0ce5450c44c874cb1ff457ba,8,9256,58026.544163445775,
20231225_174314_jpg.rf.920bbdcb0ce5450c44c874cb1ff457ba,10,13137,67404.15227454492,
20231225_175304_jpg.rf.0c4b8756c80fb1b4ec77830ba16fcedc,9,11142,55737.893383358976,
20231225_175304_jpg.rf.0c4b8756c80fb1b4ec77830ba16fcedc,21,6162,39508.71051775978,
20231225_175434_jpg.rf.ee630fe1eeb4cfdd5e6c857055913126,21,5982,61043.024580901125,
20231225_175434_jpg.rf.ee630fe1eeb4cfdd5e6c857055913126,8,10740,108341.84585442895,
20231225_175452_jpg.rf.e4431dcfacd4fbe51b3b12e29fbf9d44,12,11609,57680.51760934633,
20231225_175452_jpg.rf.e4431dcfacd4fbe51b3b12e29fbf9d44,21,5824,35356.38162912136,
20231225_175511_jpg.rf.02a2e18de00dceb57f7e099e3de56c39,21,5569,34325.06379018762,
20231225_175511_jpg.rf.02a2e18de00dceb57f7e099e3de56c39,10,15440,78171.00884870495,
20231225_175539_jpg.rf.4607ef47cce9ade9c186526d0b0ca762,9,7991,32743.617534737223,
20231225_175539_jpg.rf.4607ef47cce9ade9c186526d0b0ca762,10,15107,82189.11317945903,
20231225_175559_jpg.rf.374f79ed356359327128ecab133681a0,8,9001,87987.90443920968,
20231225_175559_jpg.rf.374f79ed356359327128ecab133681a0,10,17267,124673.52931901114,
20231225_175619_jpg.rf.e0f1d8ddd0e1f256f3a7a8b416da76e1,10,15389,81686.11146690801,
20231225_175619_jpg.rf.e0f1d8ddd0e1f256f3a7a8b416da76e1,12,10215,58824.97439196408,
20231225_175657_jpg.rf.667ce146ec7e35170e770c3f978f1711,12,11019,81623.75493205918,
20231225_175657_jpg.rf.667ce146ec7e35170e770c3f978f1711,9,10297,56705.315378847576,
20231225_175716_jpg.rf.b1c125e0d7bc7b9fffc3715abdd70db4,21,7693,77617.87107629125,
20231225_175716_jpg.rf.b1c125e0d7bc7b9fffc3715abdd70db4,9,9277,52163.358423156445,
20231225_175848_jpg.rf.7e8f2ad3f95bde766126455d7e98b454,8,7724,81837.3133463409,
20231225_175848_jpg.rf.7e8f2ad3f95bde766126455d7e98b454,12,8843,72546.70780661624,
20231226_123255_jpg.rf.0ed8c50bd360210cbc8212234261f784,12,26315,196773.82402299292,
20231226_123425_jpg.rf.c19d3a6e943c0d80327493cc23ff2bdd,17,17298,105830.03687520935,
20231226_123514_jpg.rf.236b8f7a20d9a628014d3864da964d73,10,32838,181598.57437764984,
20231226_123547_jpg.rf.0d60901494e6f44dd90e07d8dedccdf3,1,14242,58869.536731344575,
20231226_123641_jpg.rf.fd8421c9e07cab28f530e537edd89e45,1,13002,92016.34096247738,
20231226_123641_jpg.rf.fd8421c9e07cab28f530e537edd89e45,12,22593,165724.47300632627,
20231226_123805_jpg.rf.81a26369bd087cac5a15d0db3575a58d,17,16530,77995.49242019025,
20231226_123805_jpg.rf.81a26369bd087cac5a15d0db3575a58d,1,14606,68335.91694050076,
20231226_124148_jpg.rf.75b6f2efaa118b05c6833d2597357ff4,1,12671,86515.33458732186,
20231226_124148_jpg.rf.75b6f2efaa118b05c6833d2597357ff4,10,32527,269396.05712673854,
20231226_124233_jpg.rf.1ca5a78112d2a57d4284e77066932abc,12,22119,188999.1016928862,
20231226_124233_jpg.rf.1ca5a78112d2a57d4284e77066932abc,10,33609,235165.84842994995,
20231226_124333_jpg.rf.bd88fb05603c716242178fe08bdb8678,17,17262,108346.25081433535,
20231226_124333_jpg.rf.bd88fb05603c716242178fe08bdb8678,10,36376,257348.9629272314,
20231226_124522_jpg.rf.edb596bd11384cf7d48e51d5453057d4,17,16503,125567.23638814548,
20231226_124522_jpg.rf.edb596bd11384cf7d48e51d5453057d4,12,23956,233313.91095817153,
20231226_125400_jpg.rf.00c25b18b3c34338de73f4c12224fa8a,12,17930,150929.89892515817,
20231226_125426_jpg.rf.a3d40a21a964d43ff588a48ce8514792,17,10659,44938.94571136948,
